transaction_amt,transaction_hr,payment_mtd,product_cat,product_qty,customer_age,customer_dev,account_days
58.78,20,debit card,toys & games,2,26,tablet,197
79.86,11,bank transfer,electronics,2,57,tablet,205
105.63,21,credit card,health & beauty,2,9,tablet,107
88.19,15,bank transfer,clothing,4,28,mobile,279
112.58,14,bank transfer,home & garden,2,44,mobile,325
111.45,9,credit card,electronics,4,27,mobile,134
122.1,4,debit card,toys & games,4,15,tablet,360
145.14,19,credit card,toys & games,5,28,desktop,341
38.61,0,credit card,home & garden,1,39,tablet,26
18.87,8,bank transfer,clothing,4,49,mobile,316
39.58,5,credit card,toys & games,4,24,desktop,125
60.63,23,credit card,toys & games,3,35,tablet,12
184.86,5,bank transfer,electronics,1,7,desktop,42
115.14,21,credit card,electronics,3,33,desktop,14
132.05,11,credit card,toys & games,3,41,tablet,222
41.81,18,credit card,health & beauty,1,23,tablet,359
63.43,1,bank transfer,health & beauty,3,17,desktop,190
217.99,7,debit card,clothing,3,29,mobile,107
164.46,10,credit card,electronics,5,57,tablet,98
214.47,12,PayPal,electronics,3,30,desktop,177
32.97,18,credit card,health & beauty,5,37,desktop,223
68.68,23,debit card,clothing,1,36,mobile,252
18.07,21,PayPal,electronics,3,50,tablet,46
59.42,8,bank transfer,electronics,4,47,desktop,51
74.87,7,credit card,health & beauty,4,33,mobile,4
132.26,2,bank transfer,electronics,4,42,tablet,12
71.19,4,debit card,toys & games,4,35,tablet,304
149.21,3,credit card,toys & games,5,33,mobile,229
118.43,4,debit card,toys & games,2,26,mobile,190
48.38,2,bank transfer,home & garden,5,40,desktop,75
181.86,7,debit card,health & beauty,3,50,desktop,112
325.13,23,bank transfer,toys & games,1,9,mobile,151
55.78,8,credit card,home & garden,4,24,desktop,127
19.92,10,credit card,health & beauty,1,16,tablet,117
178.43,19,credit card,health & beauty,4,32,desktop,34
30.49,23,bank transfer,toys & games,4,31,tablet,273
359.26,16,credit card,toys & games,5,34,mobile,203
75.96,20,debit card,home & garden,2,42,mobile,72
113.17,21,credit card,clothing,3,48,mobile,73
215.07,7,credit card,home & garden,3,31,desktop,113
100.26,4,PayPal,toys & games,4,33,desktop,18
59.95,16,debit card,home & garden,5,33,desktop,204
49.45,17,debit card,toys & games,5,42,desktop,277
276.35,4,debit card,electronics,4,50,desktop,200
20.79,12,credit card,clothing,5,26,mobile,178
61.82,8,credit card,clothing,2,29,tablet,196
299.09,21,bank transfer,health & beauty,5,42,tablet,261
10.03,11,credit card,toys & games,3,25,desktop,127
67.85,23,PayPal,clothing,3,38,mobile,337
58.59,16,bank transfer,clothing,2,39,desktop,208
190.51,23,credit card,health & beauty,4,33,desktop,166
106.56,21,debit card,toys & games,5,28,desktop,150
25.37,0,credit card,electronics,1,51,tablet,114
180.31,0,debit card,home & garden,5,30,mobile,24
102.06,7,bank transfer,electronics,5,29,tablet,54
37.59,1,PayPal,electronics,4,46,tablet,138
177.53,13,credit card,clothing,4,33,tablet,293
31.71,12,debit card,home & garden,2,48,tablet,288
197,1,debit card,toys & games,3,37,mobile,89
59.23,0,bank transfer,health & beauty,5,41,tablet,173
159.56,18,credit card,toys & games,5,40,desktop,69
49.02,16,credit card,health & beauty,3,33,tablet,319
25.2,15,PayPal,toys & games,2,44,mobile,260
134.91,10,PayPal,clothing,2,22,mobile,13
136.76,18,PayPal,electronics,5,24,desktop,348
320.89,10,credit card,clothing,5,43,desktop,210
107.25,9,bank transfer,clothing,3,29,mobile,44
43.07,23,PayPal,clothing,3,32,desktop,238
374.22,4,bank transfer,home & garden,4,33,tablet,204
151.32,17,credit card,electronics,4,32,tablet,6
150.03,15,debit card,home & garden,5,39,mobile,86
237.54,21,bank transfer,toys & games,5,24,tablet,210
16.82,14,credit card,electronics,5,32,mobile,308
38.08,4,bank transfer,toys & games,3,20,desktop,351
221.91,15,bank transfer,clothing,5,27,tablet,20
35.56,10,credit card,health & beauty,2,41,desktop,124
14.87,0,bank transfer,electronics,5,24,tablet,44
107.08,17,credit card,clothing,4,35,tablet,65
63.72,12,credit card,electronics,4,48,tablet,3
1058.62,17,bank transfer,home & garden,5,28,mobile,1
17.82,16,PayPal,clothing,2,32,desktop,71
20.5,22,credit card,toys & games,3,40,mobile,106
62.93,5,bank transfer,home & garden,1,33,mobile,311
88.19,21,credit card,toys & games,4,29,tablet,147
11.33,9,credit card,health & beauty,3,51,tablet,54
177.66,22,bank transfer,clothing,5,25,tablet,129
66.57,2,bank transfer,home & garden,2,48,mobile,10
13.93,12,bank transfer,electronics,5,50,tablet,300
571.76,14,bank transfer,health & beauty,5,31,desktop,55
252.8,3,bank transfer,clothing,4,27,mobile,21
81.54,3,debit card,health & beauty,3,19,tablet,202
710.46,18,debit card,electronics,4,32,desktop,92
96.88,19,credit card,clothing,4,37,mobile,228
117.28,11,PayPal,electronics,5,30,tablet,341
96.49,17,bank transfer,health & beauty,3,28,mobile,279
300.9,20,bank transfer,electronics,5,36,tablet,227
144.58,12,debit card,health & beauty,5,42,tablet,123
91.72,15,PayPal,toys & games,2,37,mobile,2
182.29,15,credit card,clothing,1,30,desktop,208
23.96,7,PayPal,clothing,1,20,desktop,267
32.99,17,bank transfer,health & beauty,4,35,tablet,213
152.71,2,credit card,toys & games,5,32,mobile,300
105.92,4,bank transfer,health & beauty,4,38,tablet,199
89.38,12,bank transfer,toys & games,2,38,tablet,8
121.18,6,bank transfer,toys & games,5,17,desktop,289
124.89,10,debit card,clothing,3,40,desktop,38
118.3,11,debit card,health & beauty,4,30,desktop,27
56.47,9,credit card,toys & games,2,48,tablet,162
30.18,6,debit card,electronics,2,31,mobile,91
203.1,8,debit card,electronics,5,38,desktop,46
50.5,21,bank transfer,health & beauty,5,34,mobile,4
41.28,7,credit card,electronics,4,38,tablet,317
477.07,11,credit card,electronics,3,34,mobile,99
78.28,8,PayPal,electronics,2,42,desktop,255
243.39,11,credit card,home & garden,4,20,mobile,23
166.31,3,debit card,toys & games,4,30,mobile,305
227.47,16,bank transfer,home & garden,5,40,tablet,12
26.24,6,bank transfer,toys & games,4,47,mobile,3
33.87,18,debit card,toys & games,5,30,mobile,220
34.47,19,PayPal,clothing,5,34,tablet,114
166.27,18,bank transfer,electronics,4,28,desktop,104
59.61,20,credit card,clothing,5,34,mobile,156
177.29,8,PayPal,health & beauty,3,26,tablet,64
224.47,22,debit card,electronics,5,39,mobile,117
59.25,17,PayPal,health & beauty,2,40,desktop,125
217.23,6,bank transfer,clothing,3,30,desktop,246
48.09,11,debit card,clothing,3,36,desktop,100
88.87,13,debit card,electronics,5,44,tablet,197
16.37,12,debit card,health & beauty,5,23,mobile,339
24.5,5,debit card,electronics,1,22,desktop,318
267.56,20,bank transfer,health & beauty,5,39,mobile,244
146.75,10,bank transfer,clothing,3,21,mobile,214
55.15,20,bank transfer,electronics,3,36,tablet,308
138,20,debit card,clothing,3,21,desktop,16
360.87,10,credit card,toys & games,5,48,mobile,355
129.37,16,bank transfer,toys & games,4,36,desktop,87
44.99,12,credit card,toys & games,4,18,desktop,328
281.54,18,credit card,clothing,5,28,desktop,36
37.16,20,debit card,home & garden,4,40,tablet,288
128.68,18,bank transfer,health & beauty,2,32,tablet,82
76.36,10,PayPal,electronics,4,54,mobile,277
262.75,21,bank transfer,electronics,5,21,tablet,357
194.69,19,credit card,electronics,2,22,mobile,106
194.22,8,PayPal,toys & games,4,40,desktop,145
64.86,16,bank transfer,clothing,5,24,desktop,225
15.23,13,bank transfer,clothing,4,31,mobile,167
419.91,21,credit card,clothing,5,28,desktop,317
45.68,10,debit card,health & beauty,4,54,tablet,213
31.48,16,PayPal,health & beauty,2,31,tablet,115
20.93,15,debit card,home & garden,3,29,mobile,44
154.44,17,credit card,health & beauty,5,33,tablet,299
114.66,3,bank transfer,health & beauty,5,39,desktop,208
378.24,16,credit card,toys & games,1,27,desktop,317
57.41,9,debit card,electronics,3,40,tablet,177
49.16,10,PayPal,electronics,3,37,tablet,22
112.04,2,bank transfer,health & beauty,5,49,desktop,15
82.61,6,debit card,home & garden,5,38,desktop,123
65.13,1,bank transfer,health & beauty,4,49,tablet,114
121.97,0,credit card,health & beauty,5,16,mobile,343
62.3,5,credit card,electronics,4,43,tablet,22
149.16,3,bank transfer,health & beauty,5,41,desktop,209
23.36,22,credit card,electronics,2,22,tablet,336
287.57,10,credit card,toys & games,4,28,tablet,177
112.83,6,credit card,electronics,2,39,tablet,9
410.78,8,bank transfer,toys & games,1,47,desktop,39
140.75,17,bank transfer,electronics,3,41,desktop,234
143.78,13,credit card,home & garden,2,48,desktop,29
126.1,4,debit card,health & beauty,5,30,mobile,4
63.26,0,PayPal,home & garden,2,46,desktop,113
279.82,9,credit card,toys & games,4,33,tablet,55
20.94,3,bank transfer,toys & games,4,27,tablet,303
136.72,1,bank transfer,health & beauty,5,31,mobile,331
54.23,1,debit card,electronics,5,37,tablet,17
36.8,7,bank transfer,electronics,5,33,tablet,302
46.64,7,bank transfer,health & beauty,4,44,desktop,45
33.8,17,debit card,toys & games,5,28,tablet,71
145.6,22,debit card,home & garden,2,26,mobile,5
427.24,23,bank transfer,health & beauty,5,27,tablet,214
35.36,3,credit card,health & beauty,3,39,desktop,145
234.46,14,bank transfer,electronics,5,19,tablet,263
35.25,6,bank transfer,electronics,3,54,tablet,111
70.77,17,debit card,toys & games,3,47,tablet,330
27.48,16,credit card,clothing,2,39,desktop,127
171.26,13,credit card,toys & games,5,18,desktop,235
128.05,21,PayPal,health & beauty,4,32,mobile,219
213.69,14,debit card,clothing,3,30,tablet,245
224.55,6,credit card,clothing,4,39,desktop,2
10.77,0,debit card,electronics,2,41,mobile,242
143.14,19,bank transfer,toys & games,3,16,tablet,306
206.17,5,PayPal,electronics,1,32,tablet,190
77.72,5,bank transfer,clothing,2,38,mobile,329
179.35,14,bank transfer,electronics,5,33,mobile,52
82.62,2,debit card,clothing,2,26,desktop,298
317.59,15,credit card,health & beauty,5,28,desktop,290
193.48,19,PayPal,electronics,3,39,mobile,238
65.83,14,bank transfer,health & beauty,1,37,tablet,274
38.69,4,credit card,health & beauty,3,38,tablet,85
31.7,13,bank transfer,clothing,5,3,mobile,5
43.69,13,bank transfer,health & beauty,3,42,tablet,20
130.67,16,bank transfer,clothing,2,39,desktop,302
31.79,5,bank transfer,home & garden,5,32,desktop,102
85.82,0,bank transfer,clothing,3,42,tablet,177
71.99,16,debit card,health & beauty,2,25,mobile,178
362.48,20,bank transfer,health & beauty,2,27,desktop,100
38.85,10,credit card,electronics,2,16,desktop,273
66.9,4,bank transfer,health & beauty,2,41,mobile,60
144.82,16,credit card,health & beauty,4,38,tablet,39
234.18,11,debit card,clothing,5,46,desktop,28
66.14,19,bank transfer,toys & games,2,25,mobile,254
15.93,15,debit card,toys & games,1,37,mobile,12
175.07,18,PayPal,electronics,1,32,desktop,12
11.76,23,debit card,home & garden,4,29,tablet,210
294.7,8,credit card,health & beauty,1,31,desktop,58
270.09,6,PayPal,electronics,5,30,desktop,89
34.11,8,debit card,toys & games,1,32,mobile,307
17.52,1,debit card,clothing,4,20,tablet,171
87.66,4,debit card,health & beauty,3,23,mobile,126
85.63,1,PayPal,toys & games,3,37,mobile,110
54.34,7,bank transfer,clothing,3,9,tablet,92
249.09,21,debit card,toys & games,5,31,mobile,261
36.74,5,debit card,home & garden,1,35,desktop,282
50.39,16,PayPal,home & garden,5,46,tablet,229
141.58,18,credit card,electronics,2,26,mobile,180
79.79,4,credit card,toys & games,5,25,mobile,230
31.77,14,credit card,toys & games,2,15,desktop,157
1195.4,0,bank transfer,toys & games,4,26,desktop,355
74.54,8,credit card,electronics,5,56,tablet,327
83.84,19,bank transfer,toys & games,5,25,mobile,298
77.33,4,PayPal,home & garden,2,54,tablet,179
145.47,15,bank transfer,clothing,3,29,desktop,166
11.79,10,debit card,clothing,4,33,tablet,282
191.6,17,credit card,health & beauty,3,43,desktop,313
356.84,7,PayPal,electronics,2,34,desktop,228
285.92,12,bank transfer,electronics,4,49,mobile,176
20.15,20,bank transfer,electronics,4,21,tablet,292
30.27,11,bank transfer,health & beauty,2,38,desktop,7
170.83,13,PayPal,health & beauty,4,31,mobile,357
32.2,2,bank transfer,health & beauty,1,36,tablet,176
183.78,14,debit card,home & garden,3,31,mobile,130
226.25,18,bank transfer,clothing,5,33,tablet,85
125.87,18,credit card,toys & games,5,42,mobile,88
206.15,22,bank transfer,toys & games,5,34,tablet,257
267.85,10,credit card,health & beauty,4,36,mobile,198
30.59,3,debit card,home & garden,3,18,mobile,49
20.36,1,bank transfer,health & beauty,2,42,mobile,121
30.52,14,bank transfer,toys & games,1,39,desktop,234
272.71,19,debit card,clothing,5,37,desktop,303
216.75,1,bank transfer,clothing,5,29,tablet,67
74.62,1,PayPal,health & beauty,4,37,tablet,55
243.1,19,debit card,health & beauty,2,33,desktop,214
171.15,20,bank transfer,toys & games,4,41,desktop,333
37.24,6,bank transfer,electronics,2,45,tablet,236
31.91,18,debit card,electronics,4,53,tablet,84
26.27,4,debit card,health & beauty,4,32,tablet,23
78.47,12,credit card,clothing,4,25,tablet,315
52.87,16,debit card,health & beauty,4,33,desktop,179
14.28,3,PayPal,electronics,1,34,desktop,106
101.59,12,bank transfer,clothing,5,40,desktop,19
91.19,16,bank transfer,home & garden,3,34,tablet,122
34.3,6,bank transfer,toys & games,4,34,tablet,250
178.39,19,PayPal,electronics,5,40,mobile,182
143.93,22,credit card,electronics,5,41,mobile,87
94.93,19,credit card,toys & games,2,34,mobile,362
341.08,20,bank transfer,toys & games,5,38,tablet,322
32.77,18,bank transfer,electronics,2,27,mobile,44
137.03,21,debit card,clothing,3,39,tablet,1
61.1,14,debit card,electronics,2,24,mobile,254
266.03,17,credit card,electronics,1,34,mobile,159
30.35,5,bank transfer,clothing,1,18,tablet,256
122.46,21,PayPal,electronics,3,33,desktop,206
167.35,18,credit card,toys & games,3,22,tablet,134
35.09,0,debit card,home & garden,1,28,tablet,177
32.63,5,bank transfer,clothing,3,48,tablet,138
24.18,13,bank transfer,clothing,3,40,mobile,283
100.12,10,PayPal,health & beauty,3,37,desktop,93
140.49,19,debit card,electronics,3,55,desktop,35
117.52,15,debit card,clothing,4,37,tablet,281
20.42,10,bank transfer,home & garden,5,43,tablet,142
141.4,17,credit card,clothing,5,48,tablet,26
104.5,19,bank transfer,clothing,2,43,desktop,62
42.9,16,debit card,health & beauty,4,54,mobile,269
213.93,0,debit card,health & beauty,4,33,mobile,274
59.64,9,bank transfer,electronics,5,23,tablet,224
576.2,0,bank transfer,toys & games,1,33,desktop,289
37.75,4,credit card,electronics,2,42,mobile,39
206.12,6,credit card,home & garden,3,45,mobile,278
71.6,9,bank transfer,health & beauty,4,23,desktop,20
66.72,2,bank transfer,toys & games,2,24,desktop,26
297.1,5,bank transfer,clothing,5,39,desktop,353
28.46,2,debit card,electronics,1,30,tablet,97
208.1,7,bank transfer,electronics,3,44,tablet,362
410.07,7,bank transfer,electronics,1,41,mobile,211
15.42,15,bank transfer,health & beauty,4,41,mobile,66
145.06,6,debit card,clothing,2,42,tablet,61
252.4,20,debit card,clothing,4,26,desktop,320
58.15,9,bank transfer,clothing,4,43,tablet,89
52.89,3,credit card,electronics,2,29,desktop,120
32.43,9,debit card,toys & games,1,24,desktop,108
107.37,20,bank transfer,electronics,5,29,desktop,217
322.09,5,debit card,clothing,5,35,tablet,336
199,20,debit card,electronics,5,41,mobile,303
57.71,9,debit card,toys & games,5,34,desktop,10
714.33,19,bank transfer,electronics,3,41,mobile,217
119.8,20,PayPal,health & beauty,5,43,tablet,26
430.17,8,bank transfer,electronics,4,53,tablet,261
217.26,0,PayPal,health & beauty,5,21,tablet,241
205.71,22,bank transfer,toys & games,5,20,mobile,330
156.69,15,debit card,health & beauty,4,45,tablet,240
245.43,7,bank transfer,toys & games,4,34,tablet,327
196.51,16,credit card,electronics,1,13,desktop,171
33.94,7,debit card,clothing,1,10,mobile,56
208.96,16,PayPal,toys & games,5,21,desktop,282
32.05,10,credit card,toys & games,3,24,tablet,14
431.57,18,debit card,electronics,3,32,desktop,139
150.55,8,debit card,electronics,5,29,tablet,334
120.08,18,debit card,electronics,4,34,desktop,20
148.49,6,credit card,home & garden,5,39,tablet,162
75.22,1,PayPal,clothing,3,37,mobile,263
48.8,14,debit card,health & beauty,2,50,mobile,264
103.79,1,credit card,electronics,1,26,tablet,134
80.88,3,credit card,home & garden,4,39,desktop,209
510.34,19,bank transfer,toys & games,2,39,desktop,68
256.86,6,bank transfer,clothing,4,40,mobile,102
35.2,6,debit card,electronics,1,37,desktop,207
273.07,2,PayPal,clothing,5,24,tablet,93
127.82,8,debit card,clothing,5,28,desktop,176
17.45,6,bank transfer,clothing,3,35,mobile,254
95.1,1,credit card,clothing,2,42,mobile,272
75.5,3,credit card,home & garden,4,25,mobile,220
29.87,11,PayPal,electronics,4,38,tablet,145
50.93,6,credit card,clothing,3,33,desktop,246
382.82,4,bank transfer,electronics,2,26,mobile,17
75.63,1,credit card,electronics,4,38,tablet,321
25.6,0,debit card,health & beauty,2,33,mobile,31
132.76,4,credit card,toys & games,5,43,mobile,41
324.63,13,credit card,clothing,5,30,tablet,170
16.67,14,PayPal,home & garden,5,28,tablet,214
127.74,16,debit card,clothing,4,37,mobile,266
69.98,11,credit card,toys & games,1,31,tablet,299
103.86,22,bank transfer,electronics,3,40,mobile,345
612.26,23,bank transfer,electronics,3,42,desktop,68
29.5,13,debit card,health & beauty,5,52,desktop,13
92.18,22,PayPal,health & beauty,2,38,tablet,4
373.66,17,debit card,electronics,4,30,desktop,132
89.23,22,bank transfer,clothing,2,48,desktop,270
97.7,6,debit card,home & garden,5,9,desktop,103
205.16,16,PayPal,electronics,2,31,mobile,181
205.85,2,debit card,electronics,4,34,desktop,163
14.77,22,bank transfer,health & beauty,5,44,tablet,247
100.24,9,credit card,electronics,1,24,mobile,130
117.2,1,credit card,electronics,2,50,tablet,2
15.31,1,bank transfer,electronics,4,28,desktop,157
58.87,7,credit card,electronics,5,40,tablet,268
651.76,10,bank transfer,toys & games,1,32,desktop,316
223.04,3,debit card,electronics,5,50,mobile,16
188.75,10,debit card,clothing,4,46,mobile,27
204.61,4,bank transfer,toys & games,4,39,mobile,40
71.4,7,bank transfer,toys & games,2,34,tablet,63
120.73,16,bank transfer,toys & games,3,23,tablet,83
547.04,7,credit card,electronics,4,29,desktop,104
70.18,9,bank transfer,clothing,5,48,tablet,291
149.26,1,bank transfer,clothing,5,42,mobile,60
102.95,3,debit card,clothing,2,35,mobile,8
37.59,22,PayPal,health & beauty,4,24,mobile,293
43.26,19,bank transfer,clothing,5,41,desktop,353
15.64,14,bank transfer,clothing,4,47,desktop,161
